01	RC	568372	1	02	CR					0	318000							
01	RC	568298	1	01	EF					0	15000							
01	RC	568301	1	01	EF					0	17000							
01	RC	568299	1	01	EF					0	17000							
01	RC	568307	1	02	CR					0	14000							
01	RC	568308	1	02	CR					0	14000							
01	RC	568300	1	01	EF					0	17000							
01	RC	568303	1	01	EF					0	14000							
01	RC	568302	1	01	EF					0	16000							
01	RC	568311	1	01	EF					0	67500							
01	RC	568304	1	01	EF					0	14000							
01	RC	568371	1	02	CR					0	636000							
01	RC	568309	1	02	CR					0	14000							
01	RC	568370	1	02	CR					0	1378000							
01	RC	568312	1	01	EF					0	16000							
01	RC	568313	1	01	EF					0	15000							
01	RC	568314	1	01	EF					0	16000							
01	RC	568306	1	01	EF					0	11000							
01	RC	568305	1	01	EF					0	15000							
01	RC	568369	1	02	CR					0	106000							
01	RC	568467	1	01	EF					0	7000							
01	RC	568368	1	02	CR					0	106000							
01	RC	568466	1	01	EF					0	7000							
01	RC	568367	1	02	CR					0	318000							
01	RC	568310	1	01	EF					0	13000							
01	RC	568315	1	01	EF					0	9000							
01	RC	568520	1	01	EF					0	17000							
01	RC	568316	1	01	EF					0	5000							
01	RC	568323	1	02	CR					0	14000							
01	RC	568317	1	01	EF					0	14000							
01	RC	568318	1	01	EF					0	7000							
01	RC	568319	1	01	EF					0	1000							
01	RC	568320	1	01	EF					0	4000							
01	RC	568365	1	02	CR					0	424000							
01	RC	568364	1	02	CR					0	636000							
01	RC	568363	1	02	CR					0	424000							
01	RC	568362	1	02	CR					0	106000							
01	RC	568361	1	02	CR					0	848000							
01	RC	568360	1	02	CR					0	212000							
01	RC	568359	1	02	CR					0	424000							
01	RC	568358	1	01	AN					0	106000				AN	91257	1	40
01	RC	568357	1	02	CR					0	318000							
01	RC	568341	1	02	CR					0	212000							
01	RC	568339	1	02	CR					0	848000							
01	RC	568340	1	02	CR					0	106000							
01	RC	568356	1	02	CR					0	424000							
01	RC	568338	1	02	CR					0	848000							
01	RC	568337	1	02	CR					0	106000							
01	RC	568336	1	02	CR					0	212000							
01	RC	568335	1	02	CR					0	106000							
01	RC	568355	1	02	CR					0	1908000							
01	RC	568354	1	02	CR					0	106000							
01	RC	568353	1	02	CR					0	106000							
01	RC	568352	1	02	CR					0	106000							
01	RC	568351	1	02	CR					0	1484000							
01	RC	568333	1	02	CR					0	106000							
01	RC	568378	1	02	CR					0	530000							
01	RC	568322	1	02	CR					0	1305000							
01	RC	568348	1	02	CR					0	424000							
01	RC	568334	1	02	CR					0	742000							
01	RC	568347	1	02	CR					0	106000							
01	RC	568332	1	02	CR					0	318000							
01	RC	568321	1	01	EF					0	870000							
01	RC	568331	1	02	CR					0	318000							
01	RC	568330	1	02	CR					0	636000							
01	RC	568346	1	02	CR					0	3392000							
01	RC	568345	1	02	CR					0	3074000							
01	RC	568329	1	02	CR					0	212000							
01	RC	568375	1	02	CR					0	954000							
01	RC	568343	1	02	CR					0	318000							
01	RC	568328	1	02	CR					0	848000							
01	RC	568342	1	02	CR					0	1484000							
01	RC	568327	1	02	CR					0	212000							
01	RC	568326	1	02	CR					0	106000							
01	RC	568325	1	02	CR					0	106000							
01	RC	568324	1	02	CR					0	424000							
01	RC	568350	1	01	AN					0	318000				AN	91261	1	40
01	RC	568366	1	02	CR					0	106000							
01	RC	568373	1	02	CR					0	212000							
01	RC	568376	1	02	CR					0	318000							
01	RC	568374	1	02	CR					0	1378000							
01	RC	568377	1	02	CR					0	742000							
01	RC	568379	1	02	CR					0	106000							
