01	FB	518195	0003	S	01	UN	3.00	71690.00	215070.00	N	N	IV01	0	0	02	S	MF11	4	8603	40	SER
01	FB	518195	0004	S	01	UN	1.00	10300.00	10300.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518195	0005	S	01	UN	3.00	15400.00	46200.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518195	0009	S	01	UN	3.00	1000.00	3000.00	N	N		0	0	02	S	MT11	1	30	40	SER
01	FB	518195	0010	S	01	UN	2.00	10300.00	20600.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518195	0016	S	01	UN	3.00	4100.00	12300.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518195	0017	S	01	UN	3.00	1000.00	3000.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518195	0018	S	01	UN	3.00	510.00	1530.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518195	0021	S	01	UN	3.00	2000.00	6000.00	N	N		0	0	02	N		0	0	40	SER
01	FB	518196	0002	S	01	UN	15.00	1000.00	15000.00	N	N	IV01	0	0	01	S	MF11	4	600	40	SER
01	FB	518197	0002	S	01	UN	17.00	1000.00	17000.00	N	N	IV01	0	0	01	S	MF11	4	680	40	SER
01	FB	518198	0002	S	01	UN	17.00	1000.00	17000.00	N	N	IV01	0	0	01	S	MF11	4	680	40	SER
01	FB	518199	0002	S	01	UN	14.00	1000.00	14000.00	N	N	IV01	0	0	01	S	MF11	4	560	40	SER
01	FB	518200	0002	S	01	UN	14.00	1000.00	14000.00	N	N	IV01	0	0	01	S	MF11	4	560	40	SER
01	FB	518201	0002	S	01	UN	17.00	1000.00	17000.00	N	N	IV01	0	0	01	S	MF11	4	680	40	SER
01	FB	518202	0002	S	01	UN	14.00	1000.00	14000.00	N	N	IV01	0	0	01	S	MF11	4	560	40	SER
01	FB	518203	0002	S	01	UN	16.00	1000.00	16000.00	N	N	IV01	0	0	01	S	MF11	4	640	40	SER
01	FB	518204	0002	N	02	UN	15.00	4500.00	67500.00	N	N	IV01	0	0	01	S	MF11	4	2700	40	SER
01	FB	518205	0002	S	01	UN	14.00	1000.00	14000.00	N	N	IV01	0	0	01	S	MF11	4	560	40	SER
01	FB	518206	0003	S	01	UN	6.00	71690.00	430140.00	N	N	IV01	0	0	02	S	MF11	4	17206	40	SER
01	FB	518206	0005	S	01	UN	6.00	15400.00	92400.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518206	0009	S	01	UN	6.00	1000.00	6000.00	N	N		0	0	02	S	MT11	1	60	40	SER
01	FB	518206	0010	S	01	UN	6.00	10300.00	61800.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518206	0016	S	01	UN	6.00	4100.00	24600.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518206	0017	S	01	UN	6.00	1000.00	6000.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518206	0018	S	01	UN	6.00	510.00	3060.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518206	0021	S	01	UN	6.00	2000.00	12000.00	N	N		0	0	02	N		0	0	40	SER
01	FB	518207	0002	S	01	UN	14.00	1000.00	14000.00	N	N	IV01	0	0	01	S	MF11	4	560	40	SER
01	FB	518208	0003	S	06	UN	13.00	71690.00	931970.00	N	N	IV01	0	0	02	S	MF11	4	37279	40	SER
01	FB	518208	0004	S	06	UN	13.00	10300.00	133900.00	S	N		0	0	02	N		0	0	40	SER
01	FB	518208	0005	S	06	UN	13.00	15400.00	200200.00	S	N		0	0	02	N		0	0	40	SER
